Title,Author,Price,Link,Category,ISBN13,Binding,Subject,Publisher,Publisher Imprint,Publication Date,Pages,Original Price,Language,Edition,Item Weight
Mansfield Park,by Jane Austen,Rs. 207.00,https://atlanticbooks.com/products/mansfield-park,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,22-07-2018,422,INR 295.00,English,N/A,401 grams
Man And Superman,by George Bernard Shaw,Rs. 263.00,https://atlanticbooks.com/products/man-and-superman,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,29-05-2023,252,INR 375.00,English,N/A,100 grams
Lord Jim,by Joseph Conrad,Rs. 193.00,https://atlanticbooks.com/products/lord-jim,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,09-12-2023,336,INR 275.00,English,N/A,310 grams
Little Women,by Louisa May Alcott,Rs. 263.00,https://atlanticbooks.com/products/little-women,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,N/A,470,INR 350.00,English,N/A,450 grams
Jude The Obscure,by Thomas Hardy,Rs. 263.00,https://atlanticbooks.com/products/jude-the-obscure,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,28-07-2022,416,INR 375.00,English,N/A,370 grams
Journey To The Centre Of The Earth,by Jules Verne,Rs. 147.00,https://atlanticbooks.com/products/journey-to-the-centre-of-the-earth,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,25-05-2021,194,INR 195.00,English,N/A,300 grams
Joseph Andrews,by Henry Fielding,Rs. 222.00,https://atlanticbooks.com/products/joseph-andrews,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,18-09-2023,358,INR 295.00,English,N/A,250 grams
Jane Eyre,by Charlotte Bronte,Rs. 263.00,https://atlanticbooks.com/products/jane-eyre,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,03-01-2023,488,INR 350.00,English,N/A,330 grams
Jacob's Room,by Virginia Woolf,Rs. 147.00,https://atlanticbooks.com/products/jacobs-room,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,28-04-2023,200,INR 195.00,English,N/A,160 grams
Women In Love,by D.H. Lawrence,Rs. 245.00,https://atlanticbooks.com/collections/classics/products/women-in-love,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,22-07-2018,544,INR 350.00,English,N/A,460 grams
To The Lighthouse,by Virginia Woolf,Rs. 147.00,https://atlanticbooks.com/collections/classics/products/to-the-lighthouse,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,07-06-2024,194,INR 195.00,English,N/A,140 grams
The Thomas Hardy Collection,by Thomas Hardy,"Rs. 1,228.00",https://atlanticbooks.com/collections/classics/products/the-thomas-hardy-collection,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,15-06-2024,2026,INR 1637.00,English,N/A,1460 grams
The Sherlock Holmes Collection,by Sir Arthur Conan Doyle,Rs. 672.00,https://atlanticbooks.com/collections/classics/products/the-sherlock-holmes-collection,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,15-06-2024,1126,INR 895.00,English,N/A,813 grams
The Scarlet Letter,by Nathaniel Hawthorne,Rs. 169.00,https://atlanticbooks.com/collections/classics/products/the-scarlet-letter,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,21-03-2023,258,INR 225.00,English,N/A,180 grams
The Return Of Sherlock Holmes,by Sir Arthur Conan Doyle,Rs. 347.00,https://atlanticbooks.com/collections/classics/products/the-return-of-sherlock-holmes,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,22-07-2018,330,INR 495.00,English,N/A,326 grams
The Red Badge Of Courage And Other Stories,by Stephen Crane,Rs. 113.00,https://atlanticbooks.com/collections/classics/products/the-red-badge-of-courage-and-other-stories,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,20-05-2019,174,INR 150.00,English,N/A,120 grams
The Rainbow,by D.H. Lawrence,Rs. 297.00,https://atlanticbooks.com/collections/classics/products/the-rainbow,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,14-08-2024,518,INR 395.00,English,N/A,210 grams
The Professor,by Charlotte Bronte,Rs. 277.00,https://atlanticbooks.com/collections/classics/products/the-professor,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,28-04-2023,310,INR 395.00,English,N/A,340 grams
The Portrait Of A Lady,by Henry James,Rs. 297.00,https://atlanticbooks.com/collections/classics/products/the-portrait-of-a-lady,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,26-05-2012,592,INR 395.00,English,N/A,250 grams
The Picture Of Dorian Gray,by Oscar Wilde,Rs. 188.00,https://atlanticbooks.com/collections/classics/products/the-picture-of-dorian-gray,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,01-05-2023,264,INR 250.00,English,N/A,210 grams
The Nigger Of The 'Narcissus',by Joseph Conrad,Rs. 132.00,https://atlanticbooks.com/collections/classics/products/the-nigger-of-the-narcissus,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,22-05-2009,144,INR 175.00,English,N/A,110 grams
The Mill On The Floss,by George Eliot,Rs. 297.00,https://atlanticbooks.com/collections/classics/products/the-mill-on-the-floss,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,04-08-2023,566,INR 395.00,English,N/A,260 grams
The Memoirs Of Sherlock Holmes,by Sir Arthur Conan Doyle,Rs. 315.00,https://atlanticbooks.com/collections/classics/products/the-memoirs-of-sherlock-holmes,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,20-05-2016,256,INR 450.00,English,N/A,282 grams
The Mayor Of Casterbridge,by Thomas Hardy,Rs. 193.00,https://atlanticbooks.com/collections/classics/products/the-mayor-of-casterbridge,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,14-07-2023,336,INR 275.00,English,N/A,170 grams
The Jane Austen Collection,by Jane Austen,"Rs. 1,122.00",https://atlanticbooks.com/collections/classics/products/the-jane-austen-collection,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,15-06-2024,2006,INR 1495.00,English,N/A,1450 grams
The Invisible Man,by H.G. Wells,Rs. 132.00,https://atlanticbooks.com/collections/classics/products/the-invisible-man,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,20-05-2019,160,INR 175.00,English,N/A,130 grams
The Hound of the Baskervilles,by A. Conan Doyle,Rs. 147.00,https://atlanticbooks.com/collections/classics/products/the-hound-of-the-baskervilles,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,20-05-2019,186,INR 195.00,English,N/A,130 grams
The D.H. Lawrence Collection,by D.H. Lawrence,"Rs. 1,076.00",https://atlanticbooks.com/collections/classics/products/the-d-h-lawrence-collection,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,15-06-2024,1850,INR 1434.00,English,N/A,1313 grams
The Charles Dickens Collection,by Charles Dickens,"Rs. 1,084.00",https://atlanticbooks.com/collections/classics/products/the-charles-dickens-collection,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,15-06-2024,2080,INR 1445.00,English,N/A,1476 grams
The Ambassadors,by Henry James,Rs. 297.00,https://atlanticbooks.com/collections/classics/products/the-ambassadors,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,15-06-2017,468,INR 395.00,English,N/A,170 grams
The Adventures Of Sherlock Holmes,by Sir Arthur Conan Doyle,Rs. 222.00,https://atlanticbooks.com/collections/classics/products/the-adventures-of-sherlock-holmes,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,15-06-2017,354,INR 295.00,English,N/A,251 grams
Tess Of The D'Urbervilles,by Thomas Hardy,Rs. 262.00,https://atlanticbooks.com/collections/classics/products/tess-of-the-durbervilles,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,30-01-2024,452,INR 349.00,English,N/A,300 grams
Sons And Lovers,by D.H. Lawrence,Rs. 245.00,https://atlanticbooks.com/collections/classics/products/sons-and-lovers,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,25-05-2021,452,INR 350.00,English,N/A,390 grams
Silas Marner,by George Eliot,Rs. 147.00,https://atlanticbooks.com/collections/classics/products/silas-marner,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,28-07-2022,206,INR 195.00,English,N/A,140 grams
Sense And Sensibility,by Jane Austen,Rs. 245.00,https://atlanticbooks.com/collections/classics/products/sense-and-sensibility,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,15-06-2017,334,INR 350.00,English,N/A,337 grams
Persuasion,by Jane Austen,Rs. 175.00,https://atlanticbooks.com/collections/classics/products/persuasion,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,25-05-2021,232,INR 250.00,English,N/A,220 grams
Orlando,by Virginia Woolf,Rs. 207.00,https://atlanticbooks.com/collections/classics/products/orlando,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,28-07-2022,248,INR 295.00,English,N/A,250 grams
Northanger Abbey,by Jane Austen,Rs. 147.00,https://atlanticbooks.com/collections/classics/products/northanger-abbey,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,20-08-2014,216,INR 195.00,English,N/A,170 grams
Mrs. Dalloway,by Virginia Woolf,Rs. 175.00,https://atlanticbooks.com/collections/classics/products/mrs-dalloway,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,14-07-2023,160,INR 250.00,English,N/A,190 grams
Moll Flanders,by Daniel Defoe,Rs. 175.00,https://atlanticbooks.com/collections/classics/products/moll-flanders,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,27-06-2023,322,INR 250.00,English,N/A,300 grams
Middlemarch,by George Eliot,Rs. 245.00,https://atlanticbooks.com/collections/classics/products/middlemarch,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Atlantic,12-05-1994,686,INR 495.00,English,N/A,0 grams
Metamorphosis,by Franz Kafka,Rs. 94.00,https://atlanticbooks.com/collections/classics/products/metamorphosis,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,01-10-2024,78,INR 125.00,English,N/A,70 grams
Mansfield Park,by Jane Austen,Rs. 207.00,https://atlanticbooks.com/collections/classics/products/mansfield-park,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,22-07-2018,422,INR 295.00,English,N/A,401 grams
Little Women,by Louisa May Alcott,Rs. 263.00,https://atlanticbooks.com/collections/classics/products/little-women,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,N/A,470,INR 350.00,English,N/A,450 grams
Jude The Obscure,by Thomas Hardy,Rs. 263.00,https://atlanticbooks.com/collections/classics/products/jude-the-obscure,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,28-07-2022,416,INR 375.00,English,N/A,370 grams
Jane Eyre,by Charlotte Bronte,Rs. 263.00,https://atlanticbooks.com/collections/classics/products/jane-eyre,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,03-01-2023,488,INR 350.00,English,N/A,330 grams
Jacob's Room,by Virginia Woolf,Rs. 147.00,https://atlanticbooks.com/collections/classics/products/jacobs-room,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,28-04-2023,200,INR 195.00,English,N/A,160 grams
Hard Times,by Charles Dickens,Rs. 175.00,https://atlanticbooks.com/collections/classics/products/hard-times,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,28-07-2022,312,INR 250.00,English,N/A,310 grams
Gulliver'S Travels,by Jonathan Swift,Rs. 188.00,https://atlanticbooks.com/collections/classics/products/gullivers-travels,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,28-07-2022,302,INR 250.00,English,N/A,210 grams
Great Expectations,by Charles Dickens,Rs. 259.00,https://atlanticbooks.com/collections/classics/products/great-expectations,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,03-11-2023,522,INR 345.00,English,N/A,250 grams
Far From The Madding Crowd,by Thomas Hardy,Rs. 207.00,https://atlanticbooks.com/collections/classics/products/far-from-the-madding-crowd,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,28-07-2022,382,INR 295.00,English,N/A,330 grams
Emma,by Jane Austen,Rs. 262.00,https://atlanticbooks.com/collections/classics/products/emma,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,15-03-2023,434,INR 349.00,English,N/A,300 grams
Dubliners,by James Joyce,Rs. 147.00,https://atlanticbooks.com/collections/classics/products/dubliners,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,25-07-2013,200,INR 195.00,English,N/A,130 grams
Best Ghost Stories,by Charles Dickens,Rs. 277.00,https://atlanticbooks.com/collections/classics/products/best-ghost-stories,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,22-07-2018,350,INR 395.00,English,N/A,340 grams
Adam Bede,by George Eliot,Rs. 297.00,https://atlanticbooks.com/collections/classics/products/adam-bede,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,25-07-2010,568,INR 395.00,English,N/A,210 grams
A Tale Of Two Cities,by Charles Dickens,Rs. 277.00,https://atlanticbooks.com/collections/classics/products/a-tale-of-two-cities,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,04-07-2023,424,INR 395.00,English,N/A,390 grams
A Tale Of A Tub And Other Works,by Jonathan Swift,Rs. 147.00,https://atlanticbooks.com/collections/classics/products/a-tale-of-a-tub-and-other-works,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,20-05-2019,198,INR 195.00,English,N/A,140 grams
Jacob's Room,by Virginia Woolf,Rs. 147.00,https://atlanticbooks.com/products/jacobs-room,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,28-04-2023,200,INR 195.00,English,N/A,160 grams
Jane Eyre,by Charlotte Bronte,Rs. 263.00,https://atlanticbooks.com/products/jane-eyre,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,03-01-2023,488,INR 350.00,English,N/A,330 grams
Joseph Andrews,by Henry Fielding,Rs. 222.00,https://atlanticbooks.com/products/joseph-andrews,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,18-09-2023,358,INR 295.00,English,N/A,250 grams
Journey To The Centre Of The Earth,by Jules Verne,Rs. 147.00,https://atlanticbooks.com/products/journey-to-the-centre-of-the-earth,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,25-05-2021,194,INR 195.00,English,N/A,300 grams
Jude The Obscure,by Thomas Hardy,Rs. 263.00,https://atlanticbooks.com/products/jude-the-obscure,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,28-07-2022,416,INR 375.00,English,N/A,370 grams
Little Women,by Louisa May Alcott,Rs. 263.00,https://atlanticbooks.com/products/little-women,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,N/A,470,INR 350.00,English,N/A,450 grams
Lord Jim,by Joseph Conrad,Rs. 193.00,https://atlanticbooks.com/products/lord-jim,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,09-12-2023,336,INR 275.00,English,N/A,310 grams
Man And Superman,by George Bernard Shaw,Rs. 263.00,https://atlanticbooks.com/products/man-and-superman,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,29-05-2023,252,INR 375.00,English,N/A,100 grams
Mansfield Park,by Jane Austen,Rs. 207.00,https://atlanticbooks.com/products/mansfield-park,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,22-07-2018,422,INR 295.00,English,N/A,401 grams
Metamorphosis,by Franz Kafka,Rs. 94.00,https://atlanticbooks.com/products/metamorphosis,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,01-10-2024,78,INR 125.00,English,N/A,70 grams
Moll Flanders,by Daniel Defoe,Rs. 175.00,https://atlanticbooks.com/products/moll-flanders,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,27-06-2023,322,INR 250.00,English,N/A,300 grams
Mrs. Dalloway,by Virginia Woolf,Rs. 175.00,https://atlanticbooks.com/products/mrs-dalloway,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,14-07-2023,160,INR 250.00,English,N/A,190 grams
Orlando,by Virginia Woolf,Rs. 207.00,https://atlanticbooks.com/products/orlando,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,28-07-2022,248,INR 295.00,English,N/A,250 grams
Persuasion,by Jane Austen,Rs. 175.00,https://atlanticbooks.com/products/persuasion,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,25-05-2021,232,INR 250.00,English,N/A,220 grams
She Stoops To Conquer,by Oliver Goldsmith,Rs. 175.00,https://atlanticbooks.com/products/she-stoops-to-conquer,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,25-08-2023,86,INR 250.00,English,N/A,190 grams
Sons And Lovers,by D.H. Lawrence,Rs. 245.00,https://atlanticbooks.com/products/sons-and-lovers,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,25-05-2021,452,INR 350.00,English,N/A,390 grams
Tess Of The D'Urbervilles,by Thomas Hardy,Rs. 262.00,https://atlanticbooks.com/products/tess-of-the-durbervilles,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,30-01-2024,452,INR 349.00,English,N/A,300 grams
The Charles Dickens Collection,by Charles Dickens,"Rs. 1,084.00",https://atlanticbooks.com/products/the-charles-dickens-collection,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,15-06-2024,2080,INR 1445.00,English,N/A,1476 grams
The D.H. Lawrence Collection,by D.H. Lawrence,"Rs. 1,076.00",https://atlanticbooks.com/products/the-d-h-lawrence-collection,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,15-06-2024,1850,INR 1434.00,English,N/A,1313 grams
The Invisible Man,by H.G. Wells,Rs. 132.00,https://atlanticbooks.com/products/the-invisible-man,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,20-05-2019,160,INR 175.00,English,N/A,130 grams
The Jane Austen Collection,by Jane Austen,"Rs. 1,122.00",https://atlanticbooks.com/products/the-jane-austen-collection,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,15-06-2024,2006,INR 1495.00,English,N/A,1450 grams
The Jungle Books,by Rudyard Kipling,Rs. 175.00,https://atlanticbooks.com/products/the-jungle-books,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,20-05-2019,350,INR 250.00,English,N/A,340 grams
The Mayor Of Casterbridge,by Thomas Hardy,Rs. 193.00,https://atlanticbooks.com/products/the-mayor-of-casterbridge,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,14-07-2023,336,INR 275.00,English,N/A,170 grams
The Merchant Of Venice,by William Shakespeare,Rs. 94.00,https://atlanticbooks.com/products/the-merchant-of-venice,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,21-03-2023,96,INR 125.00,English,N/A,760 grams
The Picture Of Dorian Gray,by Oscar Wilde,Rs. 188.00,https://atlanticbooks.com/products/the-picture-of-dorian-gray,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,01-05-2023,264,INR 250.00,English,N/A,210 grams
The Professor,by Charlotte Bronte,Rs. 277.00,https://atlanticbooks.com/products/the-professor,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,28-04-2023,310,INR 395.00,English,N/A,340 grams
The Rainbow,by D.H. Lawrence,Rs. 297.00,https://atlanticbooks.com/products/the-rainbow,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,14-08-2024,518,INR 395.00,English,N/A,210 grams
The Return Of The Native,by Thomas Hardy,Rs. 207.00,https://atlanticbooks.com/products/the-return-of-the-native,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,28-07-2022,440,INR 295.00,English,N/A,370 grams
The Scarlet Letter,by Nathaniel Hawthorne,Rs. 169.00,https://atlanticbooks.com/products/the-scarlet-letter,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,21-03-2023,258,INR 225.00,English,N/A,180 grams
The Secret Agent,by Joseph Conrad,Rs. 137.00,https://atlanticbooks.com/products/the-secret-agent,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,15-06-2020,276,INR 195.00,English,N/A,260 grams
A Portrait Of The Artist As A Young Man,by James Joyce,Rs. 175.00,https://atlanticbooks.com/collections/classics/products/a-portrait-of-the-artist-as-a-young-man,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,30-11-2023,236,INR 250.00,English,N/A,160 grams
A Farewell to Arms,by Ernest Hemingway,Rs. 222.00,https://atlanticbooks.com/collections/classics/products/a-farewell-to-arms,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,03-07-2023,316,INR 295.00,English,N/A,250 grams
The Secret Agent,by Joseph Conrad,Rs. 137.00,https://atlanticbooks.com/products/the-secret-agent,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,15-06-2020,276,INR 195.00,English,N/A,260 grams
The Scarlet Letter,by Nathaniel Hawthorne,Rs. 169.00,https://atlanticbooks.com/products/the-scarlet-letter,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,21-03-2023,258,INR 225.00,English,N/A,180 grams
The Return Of The Native,by Thomas Hardy,Rs. 207.00,https://atlanticbooks.com/products/the-return-of-the-native,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,28-07-2022,440,INR 295.00,English,N/A,370 grams
The Rainbow,by D.H. Lawrence,Rs. 297.00,https://atlanticbooks.com/products/the-rainbow,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,14-08-2024,518,INR 395.00,English,N/A,210 grams
The Professor,by Charlotte Bronte,Rs. 277.00,https://atlanticbooks.com/products/the-professor,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,28-04-2023,310,INR 395.00,English,N/A,340 grams
The Picture Of Dorian Gray,by Oscar Wilde,Rs. 188.00,https://atlanticbooks.com/products/the-picture-of-dorian-gray,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,01-05-2023,264,INR 250.00,English,N/A,210 grams
The Merchant Of Venice,by William Shakespeare,Rs. 94.00,https://atlanticbooks.com/products/the-merchant-of-venice,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,21-03-2023,96,INR 125.00,English,N/A,760 grams
The Mayor Of Casterbridge,by Thomas Hardy,Rs. 193.00,https://atlanticbooks.com/products/the-mayor-of-casterbridge,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,14-07-2023,336,INR 275.00,English,N/A,170 grams
The Jungle Books,by Rudyard Kipling,Rs. 175.00,https://atlanticbooks.com/products/the-jungle-books,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,20-05-2019,350,INR 250.00,English,N/A,340 grams
The Jane Austen Collection,by Jane Austen,"Rs. 1,122.00",https://atlanticbooks.com/products/the-jane-austen-collection,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,15-06-2024,2006,INR 1495.00,English,N/A,1450 grams
The Invisible Man,by H.G. Wells,Rs. 132.00,https://atlanticbooks.com/products/the-invisible-man,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,20-05-2019,160,INR 175.00,English,N/A,130 grams
The D.H. Lawrence Collection,by D.H. Lawrence,"Rs. 1,076.00",https://atlanticbooks.com/products/the-d-h-lawrence-collection,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,15-06-2024,1850,INR 1434.00,English,N/A,1313 grams
The Charles Dickens Collection,by Charles Dickens,"Rs. 1,084.00",https://atlanticbooks.com/products/the-charles-dickens-collection,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,15-06-2024,2080,INR 1445.00,English,N/A,1476 grams
Tess Of The D'Urbervilles,by Thomas Hardy,Rs. 262.00,https://atlanticbooks.com/products/tess-of-the-durbervilles,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,30-01-2024,452,INR 349.00,English,N/A,300 grams
Sons And Lovers,by D.H. Lawrence,Rs. 245.00,https://atlanticbooks.com/products/sons-and-lovers,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,25-05-2021,452,INR 350.00,English,N/A,390 grams
